#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Salinispora	Unknown	H7-4	NZ_JABZED010000033.1	201423	214596	guanidinotides	true	ketomemicin B3/ketomemicin B4	83	BGC0001633	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000033.1&start=201423&end=214596
Salinispora	Unknown	H7-4	NZ_JABZED010000035.1	115421	150380	t1pks	true	dynemicin A	30	BGC0001060	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000035.1&start=115421&end=150380
Salinispora	Unknown	H7-4	NZ_JABZED010000037.1	0	3277	nrps	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000037.1&start=0&end=3277
Salinispora	Unknown	H7-4	NZ_JABZED010000045.1	0	71400	nrps arylpolyene hybrid	true	kedarcidin	16	BGC0000081	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000045.1&start=0&end=71400
Salinispora	Unknown	H7-4	NZ_JABZED010000049.1	98057	150624	nrps-like t1pks ripp-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	100	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000049.1&start=98057&end=150624
Salinispora	Unknown	H7-4	NZ_JABZED010000050.1	70165	111227	t3pks	false	loseolamycin A1/loseolamycin A2	84	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000050.1&start=70165&end=111227
Salinispora	Unknown	H7-4	NZ_JABZED010000054.1	27966	79516	nrps hr-t2pks hybrid	true	atratumycin	31	BGC0001975	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000054.1&start=27966&end=79516
Salinispora	Unknown	H7-4	NZ_JABZED010000061.1	0	4441	t1pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000061.1&start=0&end=4441
Salinispora	Unknown	H7-4	NZ_JABZED010000078.1	20472	44053	rre-containing t1pks hybrid	true	salinilactam	52	BGC0000142	https://antismash-db.secondarymetabolites.org/area?record=NZ_JABZED010000078.1&start=20472&end=44053
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	117692	190220	t2pks	false	frankiamicin	35	BGC0001197	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=117692&end=190220
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	1660394	1685561	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=1660394&end=1685561
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	2014643	2029501	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=2014643&end=2029501
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	2679558	2700470	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=2679558&end=2700470
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	3359653	3400703	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=3359653&end=3400703
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	4913871	4936258	terpene ripp-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	38	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=4913871&end=4936258
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	5155699	5176449	nucleoside	false	muraymycin C1	5	BGC0001020	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=5155699&end=5176449
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	5195252	5237148	nrps-like	false	thiazostatin/watasemycin A/watasemycin B/2-hydroxyphenylthiazoline enantiopyochelin/isopyochelin	46	BGC0001801	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=5195252&end=5237148
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	5446294	5547337	t2pks other t3pks thioamide-nrp hybrid	false	medermycin	36	BGC0000245	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=5446294&end=5547337
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	5586254	5635569	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=5586254&end=5635569
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	5784515	5834674	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=5784515&end=5834674
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	6106080	6151891	t1pks	false	calicheamicin	10	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=6106080&end=6151891
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	6156244	6186047	ni-siderophore	false	FW0622	87	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=6156244&end=6186047
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	6316935	6338183	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=6316935&end=6338183
Micromonospora	Unknown	NBRC 109090	NZ_AP023358.1	6519219	6541083	lassopeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023358.1&start=6519219&end=6541083
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000045.1	499	22297	lassopeptide	false	leucomycin	3	BGC0002452	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000045.1&start=499&end=22297
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000010.1	46962	57787	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	30	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000010.1&start=46962&end=57787
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000035.1	22124	34062	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000035.1&start=22124&end=34062
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000062.1	0	15747	t1pks	true	quinolidomicin A	23	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000062.1&start=0&end=15747
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000030.1	68444	103145	nrps	true	gentamicin	6	BGC0000696	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000030.1&start=68444&end=103145
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000063.1	0	13186	t1pks	true	primycin	21	BGC0001447	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000063.1&start=0&end=13186
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000020.1	88624	151228	t1pks	true	quinolidomicin A	44	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000020.1&start=88624&end=151228
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000031.1	34383	55565	amglyccycl	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000031.1&start=34383&end=55565
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000031.1	55908	98971	t1pks	true	hexacosalactone A	11	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000031.1&start=55908&end=98971
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000036.1	4164	49987	t1pks	false	sporolide A/sporolide B	23	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000036.1&start=4164&end=49987
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000028.1	99920	120332	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000028.1&start=99920&end=120332
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000027.1	0	65224	nrps-like nucleoside aminocoumarin t1pks hybrid	true	rubradirin	18	BGC0000141	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000027.1&start=0&end=65224
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000012.1	139106	160120	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000012.1&start=139106&end=160120
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000009.1	121816	142764	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000009.1&start=121816&end=142764
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000013.1	10216	54676	oligosaccharide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000013.1&start=10216&end=54676
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000018.1	12997	54392	arylpolyene	false	hygromycin A	24	BGC0000698	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000018.1&start=12997&end=54392
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000008.1	102171	143221	t3pks	false	loseolamycin A1/loseolamycin A2	80	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000008.1&start=102171&end=143221
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000019.1	31208	52132	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000019.1&start=31208&end=52132
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000069.1	0	8076	t1pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000069.1&start=0&end=8076
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000022.1	13386	60721	nrps	false	clipibicyclene/azabicyclene B/azabicyclene C/azabicyclene D	27	BGC0002697	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000022.1&start=13386&end=60721
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000029.1	0	41353	nrps-like 2dos t1pks hybrid	true	quinolidomicin A	44	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000029.1&start=0&end=41353
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000026.1	7446	70191	nrps	false	WS9326	10	BGC0001297	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000026.1&start=7446&end=70191
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000002.1	94728	115919	terpene	false	rubiginone A2/rubiginone J/rubiginone K/rubiginone L/rubiginone M/rubiginone N/ochromycinone/rubiginone B2	5	BGC0002478	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000002.1&start=94728&end=115919
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000001.1	13707	72724	nrps	false	salinamide A/salinamide B/salinamide C/salinamide D/salinamide E/salinamide F/desmethylsalinamide C/desmethylsalinamide E	21	BGC0001230	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000001.1&start=13707&end=72724
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000011.1	182151	196973	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000011.1&start=182151&end=196973
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000043.1	0	21794	t1pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000043.1&start=0&end=21794
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000014.1	66029	138644	t2pks	false	frankiamicin	35	BGC0001197	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000014.1&start=66029&end=138644
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000048.1	6704	31931	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000048.1&start=6704&end=31931
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000044.1	0	42683	t1pks	true	hexacosalactone A	9	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000044.1&start=0&end=42683
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000016.1	120643	177392	t1pks nrps nrps-like hybrid	true	bleomycin A2/bleomycin B2	7	BGC0002350	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000016.1&start=120643&end=177392
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000064.1	0	12594	t1pks	true	rifamycin	17	BGC0000137	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000064.1&start=0&end=12594
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000024.1	57407	106999	t1pks nrps nrps-like hybrid	false	coformycin/aristeromycin	70	BGC0002435	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000024.1&start=57407&end=106999
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000074.1	0	5376	t1pks	true	quinolidomicin A	22	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000074.1&start=0&end=5376
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000032.1	6153	52541	t1pks pks-like hybrid	false	tetrocarcin A	17	BGC0000162	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000032.1&start=6153&end=52541
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000041.1	12020	45478	nrps	true	albachelin	70	BGC0001211	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000041.1&start=12020&end=45478
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000007.1	0	40693	ni-siderophore lanthipeptide-class-iii hybrid	true	SapB	100	BGC0000551	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000007.1&start=0&end=40693
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000007.1	60367	81648	amglyccycl	false	validamycin A	25	BGC0000722	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000007.1&start=60367&end=81648
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000007.1	219614	247431	nrps-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000007.1&start=219614&end=247431
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000025.1	5073	134880	t1pks nrp-metallophore ni-siderophore nrps hybrid	true	bleomycin A2/bleomycin B2	41	BGC0002350	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000025.1&start=5073&end=134880
Micromonospora	Unknown	DSM 45626	NZ_FMCW01000047.1	0	37643	t1pks	true	67-121C	25	BGC0001491	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCW01000047.1&start=0&end=37643
Krasilnikoviella	Unknown	DSM 21481	NZ_FUZQ01000008.1	132683	153571	terpene	false	carotenoid	50	BGC0000644	https://antismash-db.secondarymetabolites.org/area?record=NZ_FUZQ01000008.1&start=132683&end=153571
Krasilnikoviella	Unknown	DSM 21481	NZ_FUZQ01000002.1	178964	220053	t3pks	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_FUZQ01000002.1&start=178964&end=220053
Krasilnikoviella	Unknown	DSM 21481	NZ_FUZQ01000002.1	231023	261612	ni-siderophore	false	FW0622	37	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_FUZQ01000002.1&start=231023&end=261612
Krasilnikoviella	Unknown	DSM 21481	NZ_FUZQ01000001.1	385441	395858	ectoine	false	ectoine	50	BGC0002052	https://antismash-db.secondarymetabolites.org/area?record=NZ_FUZQ01000001.1&start=385441&end=395858
Krasilnikoviella	Unknown	DSM 21481	NZ_FUZQ01000001.1	464082	486415	lassopeptide rre-containing hybrid	false	tiacumicin B	9	BGC0000165	https://antismash-db.secondarymetabolites.org/area?record=NZ_FUZQ01000001.1&start=464082&end=486415
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	0	36839	t1pks	true	laidlomycin	21	BGC0000084	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=0&end=36839
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	198729	250782	ripp-like t1pks nrps-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	100	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=198729&end=250782
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	1444454	1544286	nrps pks-like hybrid	false	arimetamycin B/arimetamycin C/arimetamycin A	24	BGC0000199	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=1444454&end=1544286
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	1668336	1709521	t3pks	false	loseolamycin A1/loseolamycin A2	80	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=1668336&end=1709521
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	1768181	1840697	t2pks	false	fredericamycin A	69	BGC0000224	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=1768181&end=1840697
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	1883086	1954915	nrps terpene hybrid	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=1883086&end=1954915
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	2423520	2490236	lanthipeptide-class-ii nrps lanthipeptide-class-i hybrid	false	bleomycin	9	BGC0000963	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=2423520&end=2490236
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	2704740	2729913	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=2704740&end=2729913
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	3018427	3033252	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=3018427&end=3033252
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4105064	4147599	nrps-like	false	stenothricin	31	BGC0000431	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4105064&end=4147599
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4243157	4254126	butyrolactone	false	salinipostin G	66	BGC0001458	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4243157&end=4254126
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4260426	4316354	nrps nrps-like hybrid	false	ulleungmycin	8	BGC0001814	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4260426&end=4316354
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4324451	4375136	t1pks nrps hybrid	false	A54145	8	BGC0000291	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4324451&end=4375136
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4520344	4594986	t1pks nrps indole hybrid	false	staurosporine	76	BGC0000827	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4520344&end=4594986
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4671576	4683481	ripp-like	false	lipstatin	14	BGC0000382	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4671576&end=4683481
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4702971	4746217	nrps	false	lidamycin	24	BGC0001397	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4702971&end=4746217
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4792272	4813439	amglyccycl	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4792272&end=4813439
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4872259	4930025	terpene thiopeptide lap hybrid	false	sporolide A/sporolide B	10	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4872259&end=4930025
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	4963761	5065930	t2pks ni-siderophore hybrid	false	paramagnetoquinone 1/paramagnetoquinone 2	25	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=4963761&end=5065930
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	5190657	5236480	t1pks	false	sporolide A/sporolide B	31	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=5190657&end=5236480
Salinispora	pacifica	DSM 45546	NZ_KB913027.1	5327937	5450338	t1pks nrps hybrid	true	SF2487	31	BGC0002124	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB913027.1&start=5327937&end=5450338
Plantactinospora	Unknown	BC1	NZ_CP028158.1	50671	154913	nrps oligosaccharide hybrid	false	fortimicin	9	BGC0000695	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=50671&end=154913
Plantactinospora	Unknown	BC1	NZ_CP028158.1	425742	523781	nrps nrps-like t1pks hybrid	false	friulimicin A/friulimicin B/friulimicin C/friulimicin D	12	BGC0000354	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=425742&end=523781
Plantactinospora	Unknown	BC1	NZ_CP028158.1	981165	1060543	t1pks nrps hybrid	false	crochelin A	20	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=981165&end=1060543
Plantactinospora	Unknown	BC1	NZ_CP028158.1	1106313	1129169	lanthipeptide-class-iii	false	SapB	100	BGC0000551	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=1106313&end=1129169
Plantactinospora	Unknown	BC1	NZ_CP028158.1	1134173	1160382	terpene	false	hopene	46	BGC0000663	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=1134173&end=1160382
Plantactinospora	Unknown	BC1	NZ_CP028158.1	1194399	1303975	nrps nrp-metallophore hr-t2pks hybrid	false	peucechelin	50	BGC0002466	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=1194399&end=1303975
Plantactinospora	Unknown	BC1	NZ_CP028158.1	1554532	1627057	t2pks	false	xantholipin	14	BGC0000279	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=1554532&end=1627057
Plantactinospora	Unknown	BC1	NZ_CP028158.1	2030374	2043302	hydrogen-cyanide	false	aborycin	14	BGC0002285	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=2030374&end=2043302
Plantactinospora	Unknown	BC1	NZ_CP028158.1	2210373	2298683	arylpolyene nrps-like nrps hybrid	false	kitacinnamycin A/kitacinnamycin B/kitacinnamycin C/kitacinnamycin D/kitacinnamycin E/kitacinnamycin F	30	BGC0002109	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=2210373&end=2298683
Plantactinospora	Unknown	BC1	NZ_CP028158.1	2433414	2474548	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=2433414&end=2474548
Plantactinospora	Unknown	BC1	NZ_CP028158.1	2592756	2614448	rre-containing	false	isoindolinomycin	5	BGC0001922	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=2592756&end=2614448
Plantactinospora	Unknown	BC1	NZ_CP028158.1	3236848	3267754	ni-siderophore	false	peucechelin	30	BGC0002466	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=3236848&end=3267754
Plantactinospora	Unknown	BC1	NZ_CP028158.1	4268982	4290299	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=4268982&end=4290299
Plantactinospora	Unknown	BC1	NZ_CP028158.1	4916051	4926804	butyrolactone	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=4916051&end=4926804
Plantactinospora	Unknown	BC1	NZ_CP028158.1	5487492	5556675	nrps thioamide-nrp hybrid	false	rotihibin A	28	BGC0002367	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=5487492&end=5556675
Plantactinospora	Unknown	BC1	NZ_CP028158.1	5641835	5652687	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	16	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=5641835&end=5652687
Plantactinospora	Unknown	BC1	NZ_CP028158.1	5948376	5994148	t1pks	false	sporolide A/sporolide B	46	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=5948376&end=5994148
Plantactinospora	Unknown	BC1	NZ_CP028158.1	6234668	6277965	nrps	false	A54145	5	BGC0000291	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=6234668&end=6277965
Plantactinospora	Unknown	BC1	NZ_CP028158.1	6364805	6385759	terpene	false	gentamicin	8	BGC0001603	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=6364805&end=6385759
Plantactinospora	Unknown	BC1	NZ_CP028158.1	7314843	7335791	terpene	false	meridamycin	13	BGC0001011	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=7314843&end=7335791
Plantactinospora	Unknown	BC1	NZ_CP028158.1	7625596	7647691	lassopeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=7625596&end=7647691
Plantactinospora	Unknown	BC1	NZ_CP028158.1	7795679	7807545	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=7795679&end=7807545
Plantactinospora	Unknown	BC1	NZ_CP028158.1	8244093	8266688	lassopeptide	false	lagmysin	40	BGC0001645	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP028158.1&start=8244093&end=8266688
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000001.1	484367	519413	napaa	false	auroramycin	4	BGC0001522	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000001.1&start=484367&end=519413
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000001.1	1252930	1345650	t1pks nrps hybrid	false	sporolide A/sporolide B	42	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000001.1&start=1252930&end=1345650
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000001.1	1369109	1450935	transat-pks nrps nrps-like hybrid	false	largimiycin 38/largimycin 39	80	BGC0001853	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000001.1&start=1369109&end=1450935
Catellatospora	Unknown	NEAU-JM1	NZ_ML769301.1	241001	267212	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769301.1&start=241001&end=267212
Catellatospora	Unknown	NEAU-JM1	NZ_ML769301.1	439635	482524	nrps	false	rabelomycin/dehydrorabelomycin/fluostatin F/fluostatin G/fluostatin H	4	BGC0000223	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769301.1&start=439635&end=482524
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000006.1	452597	498938	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000006.1&start=452597&end=498938
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000007.1	272192	324817	t1pks nrps nrps-like hybrid	false	butyrolactol A	13	BGC0001537	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000007.1&start=272192&end=324817
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000007.1	415005	466783	nrps	true	peucechelin	25	BGC0002466	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000007.1&start=415005&end=466783
Catellatospora	Unknown	NEAU-JM1	NZ_ML769303.1	123148	145350	terpene	false	geosmin	100	BGC0001181	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769303.1&start=123148&end=145350
Catellatospora	Unknown	NEAU-JM1	NZ_ML769303.1	364162	385056	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769303.1&start=364162&end=385056
Catellatospora	Unknown	NEAU-JM1	NZ_ML769306.1	178048	219941	resorcinol	false	A54145	6	BGC0000291	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769306.1&start=178048&end=219941
